Ensembl Gene ID	Multiple?	% Identity with respect to Human gene	Hs Gene	HS Description	First	Ensembl Gene ID
C39E9.13	0	51	RFC3	"replication factor C (activator 1) 3, 38kDa [Source:HGNC Symbol;Acc:9971]"	1	C39E9.13
C39E9.14	1	27	DYNC1LI1	"dynein, cytoplasmic 1, light intermediate chain 1 [Source:HGNC Symbol;Acc:18745]"	1	C39E9.14
C39E9.14	1	29	DYNC1LI2	"dynein, cytoplasmic 1, light intermediate chain 2 [Source:HGNC Symbol;Acc:2966]"	1	C39E9.14
C39E9.2	1	22	GLIPR1	GLI pathogenesis-related 1 [Source:HGNC Symbol;Acc:17001]	1	C39E9.2
C39E9.2	1	23	GLIPR1L1	GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392]	1	C39E9.2
C39E9.2	1	13	GLIPR1L2	GLI pathogenesis-related 1 like 2 [Source:HGNC Symbol;Acc:28592]	1	C39E9.2
C39E9.2	1	14	PI16	peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245]	1	C39E9.2
C39E9.4	1	21	GLIPR1	GLI pathogenesis-related 1 [Source:HGNC Symbol;Acc:17001]	1	C39E9.4
C39E9.4	1	19	GLIPR1L1	GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392]	1	C39E9.4
C39E9.4	1	14	GLIPR1L2	GLI pathogenesis-related 1 like 2 [Source:HGNC Symbol;Acc:28592]	1	C39E9.4
C39E9.4	1	12	PI16	peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245]	1	C39E9.4
C39E9.5	1	22	GLIPR1	GLI pathogenesis-related 1 [Source:HGNC Symbol;Acc:17001]	1	C39E9.5
C39E9.5	1	20	GLIPR1L1	GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392]	1	C39E9.5
C39E9.5	1	12	GLIPR1L2	GLI pathogenesis-related 1 like 2 [Source:HGNC Symbol;Acc:28592]	1	C39E9.5
C39E9.5	1	11	PI16	peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245]	1	C39E9.5
C39E9.6	1	20	GLIPR1	GLI pathogenesis-related 1 [Source:HGNC Symbol;Acc:17001]	1	C39E9.6
C39E9.6	1	19	GLIPR1L1	GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392]	1	C39E9.6
C39E9.6	1	11	GLIPR1L2	GLI pathogenesis-related 1 like 2 [Source:HGNC Symbol;Acc:28592]	1	C39E9.6
C39E9.6	1	11	PI16	peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245]	1	C39E9.6
C39F7.2	1	17	FSD1	fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:13745]	1	C39F7.2
C39F7.2	1	18	FSD1L	fibronectin type III and SPRY domain containing 1-like [Source:HGNC Symbol;Acc:13753]	1	C39F7.2
C39F7.2	1	16	TRIM13	tripartite motif containing 13 [Source:HGNC Symbol;Acc:9976]	1	C39F7.2
C39F7.2	1	18	TRIM59	tripartite motif containing 59 [Source:HGNC Symbol;Acc:30834]	1	C39F7.2
C39F7.2	1	35	TRIM67	tripartite motif containing 67 [Source:HGNC Symbol;Acc:31859]	1	C39F7.2
C39F7.2	1	35	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:16288]	1	C39F7.2
C39F7.4	1	81	RAB1A	"RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:9758]"	1	C39F7.4
C39F7.4	1	81	RAB1B	"RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:18370]"	1	C39F7.4
C39F7.5	0	21	BTBD7	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]	1	C39F7.5
C40A11.2	1	16	KCTD10	potassium channel tetramerisation domain containing 10 [Source:HGNC Symbol;Acc:23236]	1	C40A11.2
C40A11.2	1	14	KCTD13	potassium channel tetramerisation domain containing 13 [Source:HGNC Symbol;Acc:22234]	1	C40A11.2
C40A11.2	1	14	TNFAIP1	"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]"	1	C40A11.2
C40A11.3	1	16	KCTD10	potassium channel tetramerisation domain containing 10 [Source:HGNC Symbol;Acc:23236]	1	C40A11.3
C40A11.3	1	15	KCTD13	potassium channel tetramerisation domain containing 13 [Source:HGNC Symbol;Acc:22234]	1	C40A11.3
C40A11.3	1	15	TNFAIP1	"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]"	1	C40A11.3
C40A11.4	1	20	KCTD10	potassium channel tetramerisation domain containing 10 [Source:HGNC Symbol;Acc:23236]	1	C40A11.4
C40A11.4	1	18	KCTD13	potassium channel tetramerisation domain containing 13 [Source:HGNC Symbol;Acc:22234]	1	C40A11.4
C40A11.4	1	17	TNFAIP1	"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]"	1	C40A11.4
C40A11.6	1	20	KCTD10	potassium channel tetramerisation domain containing 10 [Source:HGNC Symbol;Acc:23236]	1	C40A11.6
C40A11.6	1	18	KCTD13	potassium channel tetramerisation domain containing 13 [Source:HGNC Symbol;Acc:22234]	1	C40A11.6
C40A11.6	1	17	TNFAIP1	"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]"	1	C40A11.6
C40A11.7	1	19	KCTD10	potassium channel tetramerisation domain containing 10 [Source:HGNC Symbol;Acc:23236]	1	C40A11.7
C40A11.7	1	18	KCTD13	potassium channel tetramerisation domain containing 13 [Source:HGNC Symbol;Acc:22234]	1	C40A11.7
C40A11.7	1	18	TNFAIP1	"tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]"	1	C40A11.7
C40C9.2	1	33	CHRFAM7A	"CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion [Source:HGNC Symbol;Acc:15781]"	1	C40C9.2
C40C9.2	1	35	CHRNA7	"cholinergic receptor, nicotinic, alpha 7 [Source:HGNC Symbol;Acc:1960]"	1	C40C9.2
C40C9.5	1	21	CEL	carboxyl ester lipase (bile salt-stimulated lipase) [Source:HGNC Symbol;Acc:1848]	1	C40C9.5
C40C9.5	1	23	NLGN1	neuroligin 1 [Source:HGNC Symbol;Acc:14291]	1	C40C9.5
C40C9.5	1	23	NLGN2	neuroligin 2 [Source:HGNC Symbol;Acc:14290]	1	C40C9.5
C40C9.5	1	24	NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:14289]	1	C40C9.5
C40C9.5	1	25	NLGN4X	"neuroligin 4, X-linked [Source:HGNC Symbol;Acc:14287]"	1	C40C9.5
C40C9.5	1	25	NLGN4Y	"neuroligin 4, Y-linked [Source:HGNC Symbol;Acc:15529]"	1	C40C9.5
C40C9.5	1	5	TG	thyroglobulin [Source:HGNC Symbol;Acc:11764]	1	C40C9.5
C40H1.1	1	14	CPEB2	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:21745]	1	C40H1.1
C40H1.1	1	24	CPEB3	cytoplasmic polyadenylation element binding protein 3 [Source:HGNC Symbol;Acc:21746]	1	C40H1.1
C40H1.1	1	21	CPEB4	cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:21747]	1	C40H1.1
C40H1.4	1	37	ELOVL3	ELOVL fatty acid elongase 3 [Source:HGNC Symbol;Acc:18047]	1	C40H1.4
C40H1.4	1	33	ELOVL6	ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:15829]	1	C40H1.4
C40H1.6	0	69	UFC1	ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:26941]	1	C40H1.6
C40H5.5	1	25	LHX2	LIM homeobox 2 [Source:HGNC Symbol;Acc:6594]	1	C40H5.5
C40H5.5	1	26	LHX9	LIM homeobox 9 [Source:HGNC Symbol;Acc:14222]	1	C40H5.5
C41C4.10	1	22	SFXN4	sideroflexin 4 [Source:HGNC Symbol;Acc:16088]	1	C41C4.10
C41C4.10	1	48	SFXN5	sideroflexin 5 [Source:HGNC Symbol;Acc:16073]	1	C41C4.10
C41C4.4	1	37	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:3449]	1	C41C4.4
C41C4.4	1	35	ERN2	endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:16942]	1	C41C4.4
C41C4.5	1	17	SCNN1A	"sodium channel, nonvoltage-gated 1 alpha [Source:HGNC Symbol;Acc:10599]"	1	C41C4.5
C41C4.5	1	18	SCNN1B	"sodium channel, nonvoltage-gated 1, beta [Source:HGNC Symbol;Acc:10600]"	1	C41C4.5
C41C4.5	1	18	SCNN1D	"sodium channel, nonvoltage-gated 1, delta [Source:HGNC Symbol;Acc:10601]"	1	C41C4.5
C41C4.5	1	20	SCNN1G	"sodium channel, nonvoltage-gated 1, gamma [Source:HGNC Symbol;Acc:10602]"	1	C41C4.5
C41C4.6	1	7	SENP6	SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:20944]	1	C41C4.6
C41C4.6	1	6	SENP7	SUMO1/sentrin specific peptidase 7 [Source:HGNC Symbol;Acc:30402]	1	C41C4.6
C41C4.7	0	34	CTNS	"cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:2518]"	1	C41C4.7
C41C4.8	0	79	VCP	valosin containing protein [Source:HGNC Symbol;Acc:12666]	1	C41C4.8
C41D11.2	0	36	EIF3H	"eukaryotic translation initiation factor 3, subunit H [Source:HGNC Symbol;Acc:3273]"	1	C41D11.2
C41D11.3	1	15	CSRNP1	cysteine-serine-rich nuclear protein 1 [Source:HGNC Symbol;Acc:14300]	1	C41D11.3
C41D11.3	1	18	CSRNP2	cysteine-serine-rich nuclear protein 2 [Source:HGNC Symbol;Acc:16006]	1	C41D11.3
C41D11.3	1	18	CSRNP3	cysteine-serine-rich nuclear protein 3 [Source:HGNC Symbol;Acc:30729]	1	C41D11.3
C41D11.7	1	5	HELZ	helicase with zinc finger [Source:HGNC Symbol;Acc:16878]	1	C41D11.7
C41D11.7	1	11	MOV10	"Mov10, Moloney leukemia virus 10, homolog (mouse) [Source:HGNC Symbol;Acc:7200]"	1	C41D11.7
C41D11.7	1	9	MOV10L1	"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse) [Source:HGNC Symbol;Acc:7201]"	1	C41D11.7
C41D11.7	1	3	RP4-697K14.7.1	Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein [Source:UniProtKB/Swiss-Prot;Acc:Q9BYK8]	1	C41D11.7
C41D11.8	1	39	ENDOG	endonuclease G [Source:HGNC Symbol;Acc:3346]	1	C41D11.8
C41D11.8	1	27	EXOG	"endo/exonuclease (5'-3'), endonuclease G-like [Source:HGNC Symbol;Acc:3347]"	1	C41D11.8
C41D11.9	0	33	TM2D3	TM2 domain containing 3 [Source:HGNC Symbol;Acc:24128]	1	C41D11.9
C41D7.2	1	15	C6orf138	chromosome 6 open reading frame 138 [Source:HGNC Symbol;Acc:21345]	1	C41D7.2
C41D7.2	1	14	PTCHD1	patched domain containing 1 [Source:HGNC Symbol;Acc:26392]	1	C41D7.2
C41D7.2	1	15	PTCHD3	patched domain containing 3 [Source:HGNC Symbol;Acc:24776]	1	C41D7.2
C41G11.3	1	20	RGS10	regulator of G-protein signaling 10 [Source:HGNC Symbol;Acc:9992]	1	C41G11.3
C41G11.3	1	7	RGS12	regulator of G-protein signaling 12 [Source:HGNC Symbol;Acc:9994]	1	C41G11.3
C41G11.3	1	16	RGS14	regulator of G-protein signaling 14 [Source:HGNC Symbol;Acc:9996]	1	C41G11.3
C41G11.4	1	17	GNRHR	gonadotropin-releasing hormone receptor [Source:HGNC Symbol;Acc:4421]	1	C41G11.4
C41G11.4	1	19	GNRHR2	gonadotropin-releasing hormone (type 2) receptor 2 [Source:HGNC Symbol;Acc:16341]	1	C41G11.4
C41G7.1	1	23	SMN1	"survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:11117]"	1	C41G7.1
C41G7.1	1	23	SMN2	"survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:11118]"	1	C41G7.1
C41G7.2	1	22	KIFC1	kinesin family member C1 [Source:HGNC Symbol;Acc:6389]	1	C41G7.2
C41G7.5	1	19	AHR	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:348]	1	C41G7.5
C41G7.5	1	18	AHRR	aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:346]	1	C41G7.5
C41G7.9	1	31	TSPO	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	1	C41G7.9
C41G7.9	1	22	TSPO2	translocator protein 2 [Source:HGNC Symbol;Acc:21256]	1	C41G7.9
C42C1.11	0	44	LTA4H	leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:6710]	1	C42C1.11
C42C1.13	1	22	METTL21A	methyltransferase like 21A [Source:HGNC Symbol;Acc:30476]	1	C42C1.13
C42C1.13	1	28	METTL21B	methyltransferase like 21B [Source:HGNC Symbol;Acc:24936]	1	C42C1.13
C42C1.13	1	18	METTL21C	methyltransferase like 21C [Source:HGNC Symbol;Acc:33717]	1	C42C1.13
C42C1.13	1	28	METTL21D	methyltransferase like 21D [Source:HGNC Symbol;Acc:20352]	1	C42C1.13
C42C1.14	1	50	RPL34	ribosomal protein L34 [Source:HGNC Symbol;Acc:10340]	1	C42C1.14
C42C1.15	1	57	ERLIN1	ER lipid raft associated 1 [Source:HGNC Symbol;Acc:16947]	1	C42C1.15
C42C1.15	1	58	ERLIN2	ER lipid raft associated 2 [Source:HGNC Symbol;Acc:1356]	1	C42C1.15
C42C1.2	1	38	PPM1H	"protein phosphatase, Mg2+/Mn2+ dependent, 1H [Source:HGNC Symbol;Acc:18583]"	1	C42C1.2
C42C1.2	1	33	PPM1J	"protein phosphatase, Mg2+/Mn2+ dependent, 1J [Source:HGNC Symbol;Acc:20785]"	1	C42C1.2
C42C1.2	1	45	PPM1M	"protein phosphatase, Mg2+/Mn2+ dependent, 1M [Source:HGNC Symbol;Acc:26506]"	1	C42C1.2
C42C1.4	0	20	VPS8	vacuolar protein sorting 8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29122]	1	C42C1.4
C42C1.5	0	59	GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:22932]	1	C42C1.5
C42D4.8	0	57	POLR3A	"polymerase (RNA) III (DNA directed) polypeptide A, 155kDa [Source:HGNC Symbol;Acc:30074]"	1	C42D4.8
C42D8.3	0	33	PANK4	pantothenate kinase 4 [Source:HGNC Symbol;Acc:19366]	1	C42D8.3
C42D8.5	1	14	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:HGNC Symbol;Acc:2707]	1	C42D8.5
C42D8.5	1	21	ACE2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2 [Source:HGNC Symbol;Acc:13557]	1	C42D8.5
C42D8.5	1	11	TMEM27	transmembrane protein 27 [Source:HGNC Symbol;Acc:29437]	1	C42D8.5
C42D8.8	1	23	APLP1	amyloid beta (A4) precursor-like protein 1 [Source:HGNC Symbol;Acc:597]	1	C42D8.8
C42D8.8	1	22	APLP2	amyloid beta (A4) precursor-like protein 2 [Source:HGNC Symbol;Acc:598]	1	C42D8.8
C42D8.8	1	23	APP	amyloid beta (A4) precursor protein [Source:HGNC Symbol;Acc:620]	1	C42D8.8
C43E11.1	0	13	ACIN1	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:17066]	1	C43E11.1
C43E11.10	0	23	CDC6	cell division cycle 6 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:1744]	1	C43E11.10
C43E11.11	0	22	COG5	component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:14857]	1	C43E11.11
C43E11.2	0	20	MUS81	MUS81 endonuclease homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29814]	1	C43E11.2
C43E11.3	0	12	SETD2	SET domain containing 2 [Source:HGNC Symbol;Acc:18420]	1	C43E11.3
C43E11.6	1	16	PPP1R9A	"protein phosphatase 1, regulatory subunit 9A [Source:HGNC Symbol;Acc:14946]"	1	C43E11.6
C43E11.6	1	14	SAMD14	sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:27312]	1	C43E11.6
C43E11.7	0	22	NUDT19	nudix (nucleoside diphosphate linked moiety X)-type motif 19 [Source:HGNC Symbol;Acc:32036]	1	C43E11.7
C43E11.8	0	21	EXOC7	exocyst complex component 7 [Source:HGNC Symbol;Acc:23214]	1	C43E11.8
C43E11.9	0	61	NIP7	nuclear import 7 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24328]	1	C43E11.9
C43F9.8	1	17	EFNB1	ephrin-B1 [Source:HGNC Symbol;Acc:3226]	1	C43F9.8
C43F9.8	1	20	EFNB2	ephrin-B2 [Source:HGNC Symbol;Acc:3227]	1	C43F9.8
C43F9.8	1	16	EFNB3	ephrin-B3 [Source:HGNC Symbol;Acc:3228]	1	C43F9.8
C43G2.1	1	46	ADIPOR1	adiponectin receptor 1 [Source:HGNC Symbol;Acc:24040]	1	C43G2.1
C43G2.1	1	45	ADIPOR2	adiponectin receptor 2 [Source:HGNC Symbol;Acc:24041]	1	C43G2.1
C43G2.2	1	23	BICD1	bicaudal D homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:1049]	1	C43G2.2
C43G2.2	1	25	BICD2	bicaudal D homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:17208]	1	C43G2.2
C43G2.4	1	18	BEST1	bestrophin 1 [Source:HGNC Symbol;Acc:12703]	1	C43G2.4
C43G2.4	1	24	BEST2	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	1	C43G2.4
C43G2.4	1	18	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:17105]	1	C43G2.4
C43G2.4	1	25	BEST4	bestrophin 4 [Source:HGNC Symbol;Acc:17106]	1	C43G2.4
C43G2.5	1	17	ACR	acrosin [Source:HGNC Symbol;Acc:126]	1	C43G2.5
C43G2.5	1	7	CORIN	"corin, serine peptidase [Source:HGNC Symbol;Acc:19012]"	1	C43G2.5
C43G2.5	1	5	OVCH1	ovochymase 1 [Source:HGNC Symbol;Acc:23080]	1	C43G2.5
C43G2.5	1	19	TMPRSS12	"transmembrane (C-terminal) protease, serine 12 [Source:HGNC Symbol;Acc:28779]"	1	C43G2.5
C43H6.1	0	14	TRAPPC12	trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:24284]	1	C43H6.1
C43H6.3	0	41	MTPN	myotrophin [Source:HGNC Symbol;Acc:15667]	1	C43H6.3
C43H6.7	0	23	ZDHHC16	"zinc finger, DHHC-type containing 16 [Source:HGNC Symbol;Acc:20714]"	1	C43H6.7
C43H6.8	1	41	NHLH1	nescient helix loop helix 1 [Source:HGNC Symbol;Acc:7817]	1	C43H6.8
C43H6.8	1	39	NHLH2	nescient helix loop helix 2 [Source:HGNC Symbol;Acc:7818]	1	C43H6.8
C43H8.1	0	37	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand [Source:HGNC Symbol;Acc:24094]	1	C43H8.1
C43H8.2	0	31	MAF1	MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24966]	1	C43H8.2
C44B11.1	0	43	FAIM	Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:18703]	1	C44B11.1
C44B11.3	0	91	TUBA4A	"tubulin, alpha 4a [Source:HGNC Symbol;Acc:12407]"	1	C44B11.3
C44B12.2	1	30	SPARC	"secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]"	1	C44B12.2
C44B12.2	1	14	SPARCL1	SPARC-like 1 (hevin) [Source:HGNC Symbol;Acc:11220]	1	C44B12.2
C44B7.11	0	28	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:23703]	1	C44B7.11
C44B7.12	0	33	ADAL	adenosine deaminase-like [Source:HGNC Symbol;Acc:31853]	1	C44B7.12
C44B7.2	1	34	HNRNPL	heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:5045]	1	C44B7.2
C44B7.2	1	32	HNRPLL	heterogeneous nuclear ribonucleoprotein L-like [Source:HGNC Symbol;Acc:25127]	1	C44B7.2
C44B7.4	1	16	CALHM1	calcium homeostasis modulator 1 [Source:HGNC Symbol;Acc:23494]	1	C44B7.4
C44B7.4	1	22	CALHM2	calcium homeostasis modulator 2 [Source:HGNC Symbol;Acc:23493]	1	C44B7.4
C44B7.4	1	19	CALHM3	calcium homeostasis modulator 3 [Source:HGNC Symbol;Acc:23458]	1	C44B7.4
C44B7.4	1	22	FAM26D	"family with sequence similarity 26, member D [Source:HGNC Symbol;Acc:21094]"	1	C44B7.4
C44B7.4	1	21	FAM26E	"family with sequence similarity 26, member E [Source:HGNC Symbol;Acc:21568]"	1	C44B7.4
C44B7.4	1	19	FAM26F	"family with sequence similarity 26, member F [Source:HGNC Symbol;Acc:33391]"	1	C44B7.4
C44B7.6	1	24	SLC36A1	"solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:18761]"	1	C44B7.6
C44B7.6	1	24	SLC36A2	"solute carrier family 36 (proton/amino acid symporter), member 2 [Source:HGNC Symbol;Acc:18762]"	1	C44B7.6
C44B7.6	1	22	SLC36A3	"solute carrier family 36 (proton/amino acid symporter), member 3 [Source:HGNC Symbol;Acc:19659]"	1	C44B7.6
C44B7.6	1	21	SLC36A4	"solute carrier family 36 (proton/amino acid symporter), member 4 [Source:HGNC Symbol;Acc:19660]"	1	C44B7.6
C44B7.7	0	41	GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:21705]	1	C44B7.7
C44B7.8	0	55	ABCD3	"ATP-binding cassette, sub-family D (ALD), member 3 [Source:HGNC Symbol;Acc:67]"	1	C44B7.8
C44B9.1	0	28	CCDC132	coiled-coil domain containing 132 [Source:HGNC Symbol;Acc:25956]	1	C44B9.1
C44C1.2	0	26	CHID1	chitinase domain containing 1 [Source:HGNC Symbol;Acc:28474]	1	C44C1.2
C44C1.3	0	75	NCS1	neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:3953]	1	C44C1.3
C44C1.4	0	46	VPS45	vacuolar protein sorting 45 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14579]	1	C44C1.4
C44C1.5	1	29	ABHD1	abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:17553]	1	C44C1.5
C44C1.5	1	14	ABHD15	abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:26971]	1	C44C1.5
C44C1.5	1	19	ABHD2	abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:18717]	1	C44C1.5
C44C1.5	1	27	ABHD3	abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:18718]	1	C44C1.5
C44C11.1	1	54	RRAS	related RAS viral (r-ras) oncogene homolog [Source:HGNC Symbol;Acc:10447]	1	C44C11.1
C44C11.1	1	56	RRAS2	related RAS viral (r-ras) oncogene homolog 2 [Source:HGNC Symbol;Acc:17271]	1	C44C11.1
C44C8.6	1	50	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:6887]	1	C44C8.6
C44C8.6	1	53	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3 [Source:HGNC Symbol;Acc:6888]	1	C44C8.6
C44E4.3	0	59	GOT2	"glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2) [Source:HGNC Symbol;Acc:4433]"	1	C44E4.3
C44E4.4	0	29	SSB	Sjogren syndrome antigen B (autoantigen La) [Source:HGNC Symbol;Acc:11316]	1	C44E4.4
C44E4.5	0	25	NUDCD1	NudC domain containing 1 [Source:HGNC Symbol;Acc:24306]	1	C44E4.5
C44E4.7	0	5	UBR4	ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:30313]	1	C44E4.7
C44F1.2	1	12	GMEB1	glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:4370]	1	C44F1.2
C44F1.2	1	12	GMEB2	glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:4371]	1	C44F1.2
C44F1.3	1	20	LGALSL	"lectin, galactoside-binding-like [Source:HGNC Symbol;Acc:25012]"	1	C44F1.3
C44H4.4	1	17	UHRF1BP1	UHRF1 binding protein 1 [Source:HGNC Symbol;Acc:21216]	1	C44H4.4
C44H4.4	1	15	UHRF1BP1L	UHRF1 binding protein 1-like [Source:HGNC Symbol;Acc:29102]	1	C44H4.4
C44H4.5	0	21	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1 [Source:HGNC Symbol;Acc:18157]	1	C44H4.5
C45B11.1	1	39	PAK4	p21 protein (Cdc42/Rac)-activated kinase 4 [Source:HGNC Symbol;Acc:16059]	1	C45B11.1
C45B11.1	1	31	PAK6	p21 protein (Cdc42/Rac)-activated kinase 6 [Source:HGNC Symbol;Acc:16061]	1	C45B11.1
C45B11.1	1	32	PAK7	p21 protein (Cdc42/Rac)-activated kinase 7 [Source:HGNC Symbol;Acc:15916]	1	C45B11.1
C45B11.3	0	44	HSDL2	hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:18572]	1	C45B11.3
C45B11.6	0	29	EPHX1	"epoxide hydrolase 1, microsomal (xenobiotic) [Source:HGNC Symbol;Acc:3401]"	1	C45B11.6
C45B2.4	1	28	GLRA1	"glycine receptor, alpha 1 [Source:HGNC Symbol;Acc:4326]"	1	C45B2.4
C45B2.4	1	28	GLRA2	"glycine receptor, alpha 2 [Source:HGNC Symbol;Acc:4327]"	1	C45B2.4
C45B2.4	1	27	GLRA3	"glycine receptor, alpha 3 [Source:HGNC Symbol;Acc:4328]"	1	C45B2.4
C45B2.4	1	27	GLRA4	"glycine receptor, alpha 4 [Source:HGNC Symbol;Acc:31715]"	1	C45B2.4
C45B2.4	1	25	GLRB	"glycine receptor, beta [Source:HGNC Symbol;Acc:4329]"	1	C45B2.4
C45B2.5	0	56	GLUL	glutamate-ammonia ligase [Source:HGNC Symbol;Acc:4341]	1	C45B2.5
C45B2.6	0	20	PLA2G6	"phospholipase A2, group VI (cytosolic, calcium-independent) [Source:HGNC Symbol;Acc:9039]"	1	C45B2.6
C45B2.7	1	17	C6orf138	chromosome 6 open reading frame 138 [Source:HGNC Symbol;Acc:21345]	1	C45B2.7
C45B2.7	1	15	PTCHD1	patched domain containing 1 [Source:HGNC Symbol;Acc:26392]	1	C45B2.7
C45B2.7	1	17	PTCHD3	patched domain containing 3 [Source:HGNC Symbol;Acc:24776]	1	C45B2.7
C45E1.1	1	30	HNF4A	"hepatocyte nuclear factor 4, alpha [Source:HGNC Symbol;Acc:5024]"	1	C45E1.1
C45E1.1	1	32	HNF4G	"hepatocyte nuclear factor 4, gamma [Source:HGNC Symbol;Acc:5026]"	1	C45E1.1
C45E5.1	1	25	PDXP	"pyridoxal (pyridoxine, vitamin B6) phosphatase [Source:HGNC Symbol;Acc:30259]"	1	C45E5.1
C45E5.1	1	30	PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:8909]	1	C45E5.1
C45G3.1	0	5	ASPM	"asp (abnormal spindle) homolog, microcephaly associated (Drosophila) [Source:HGNC Symbol;Acc:19048]"	1	C45G3.1
C45G3.3	0	31	LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:29569]	1	C45G3.3
C45G7.5	1	14	PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:8657]	1	C45G7.5
C45G7.5	1	14	PCDH18	protocadherin 18 [Source:HGNC Symbol;Acc:14268]	1	C45G7.5
